,term,ASV,mean,support,supportNeg,signif,sign,CS1,kingdom,phylum,class,order,family,genus,species,model
273,(Intercept),ASV_5419,-4.039061394,0.01675,0.98325,TRUE,negative,2.69382861,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA,NA,Presence
274,(Intercept),ASV_493,-4.031214424,0.0055,0.9945,TRUE,negative,2.72142791,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,NA,NA,NA,Presence
275,(Intercept),ASV_276,-4.027492156,0.00275,0.99725,TRUE,negative,11.27794011,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
276,(Intercept),ASV_1095,-4.025635379,0.005,0.995,TRUE,negative,11.27827755,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
277,(Intercept),ASV_2394,-4.008871125,0.01725,0.98275,TRUE,negative,5.76884155,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
278,(Intercept),ASV_211,-4.00147129,0.0135,0.9865,TRUE,negative,-3.08966434,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,s__cucumeris,Presence
279,(Intercept),ASV_747,-3.994479916,0.01975,0.98025,TRUE,negative,5.14777845,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA,Presence
280,(Intercept),ASV_949,-3.986511435,0.009,0.991,TRUE,negative,5.17646568,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
281,(Intercept),ASV_1496,-3.983706904,0.02275,0.97725,TRUE,negative,5.00946044,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA,Presence
282,(Intercept),ASV_274,-3.972900912,0.02875,0.97125,TRUE,negative,2.69517056,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__laminatus,Presence
283,(Intercept),ASV_126,-3.971080765,0.01375,0.98625,TRUE,negative,-6.20927349,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA,Presence
284,(Intercept),ASV_66,-3.970294688,0.022,0.978,TRUE,negative,5.07617268,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA,Presence
285,(Intercept),ASV_1428,-3.959886168,0.00675,0.99325,TRUE,negative,5.77011604,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
286,(Intercept),ASV_1509,-3.94357207,0.0185,0.9815,TRUE,negative,5.048873,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Tetraplosphaeriaceae,NA,NA,Presence
287,(Intercept),ASV_1917,-3.941032115,0.015,0.985,TRUE,negative,3.93309412,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,NA,NA,NA,Presence
288,(Intercept),ASV_22,-3.933389353,0.00275,0.99725,TRUE,negative,5.04739067,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,Presence
289,(Intercept),ASV_2385,-3.925181404,0.01,0.99,TRUE,negative,5.76917563,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
290,(Intercept),ASV_363,-3.921784917,0.0025,0.9975,TRUE,negative,5.78550485,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
291,(Intercept),ASV_2084,-3.914509049,0.0295,0.9705,TRUE,negative,3.37786775,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,NA,NA,NA,NA,Presence
292,(Intercept),ASV_2030,-3.911167038,0.023,0.977,TRUE,negative,2.68367535,k__Fungi,p__Zoopagomycota,NA,NA,NA,NA,NA,Presence
293,(Intercept),ASV_180,-3.909960767,0.01875,0.98125,TRUE,negative,-6.20831411,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA,Presence
294,(Intercept),ASV_518,-3.908526328,0.032,0.968,TRUE,negative,5.07635529,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA,Presence
295,(Intercept),ASV_1863,-3.907658299,0.026,0.974,TRUE,negative,-6.22227894,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__candolleana,Presence
296,(Intercept),ASV_1308,-3.891896755,0.015,0.985,TRUE,negative,2.69227382,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,NA,NA,NA,NA,Presence
297,(Intercept),ASV_244,-3.889148067,0.01975,0.98025,TRUE,negative,6.68897399,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,Presence
298,(Intercept),ASV_38,-3.885809575,0.00025,0.99975,TRUE,negative,5.88821259,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
299,(Intercept),ASV_2292,-3.884688571,0.019,0.981,TRUE,negative,-3.11891487,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
300,(Intercept),ASV_2466,-3.866576205,0.022,0.978,TRUE,negative,-0.1066607,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiales_fam_Incertae_sedis,g__Sakaguchia,NA,Presence
301,(Intercept),ASV_2200,-3.856037474,0.01325,0.98675,TRUE,negative,2.72039284,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,NA,NA,NA,Presence
302,(Intercept),ASV_1376,-3.851643333,0.02275,0.97725,TRUE,negative,3.34483838,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA,Presence
303,(Intercept),ASV_2563,-3.836098856,0.0225,0.9775,TRUE,negative,5.76964665,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
304,(Intercept),ASV_202,-3.829958543,0.0095,0.9905,TRUE,negative,-6.51058499,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA,Presence
305,(Intercept),ASV_241,-3.828867438,0.00525,0.99475,TRUE,negative,3.75710084,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
306,(Intercept),ASV_1258,-3.827537537,0.0075,0.9925,TRUE,negative,-3.16048644,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,NA,NA,NA,Presence
307,(Intercept),ASV_2137,-3.803596409,0.02125,0.97875,TRUE,negative,5.76937855,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
308,(Intercept),ASV_324,-3.800560419,0.0025,0.9975,TRUE,negative,5.78289196,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
309,(Intercept),ASV_2187,-3.791655126,0.02325,0.97675,TRUE,negative,3.76320436,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
310,(Intercept),ASV_1536,-3.786699384,0.03575,0.96425,TRUE,negative,2.72980061,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,Presence
311,(Intercept),ASV_153,-3.780813478,0.02025,0.97975,TRUE,negative,5.02367755,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
312,(Intercept),ASV_1932,-3.776642874,0.02525,0.97475,TRUE,negative,5.76887118,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
313,(Intercept),ASV_389,-3.773273266,0.025,0.975,TRUE,negative,5.89212903,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,NA,NA,NA,Presence
314,(Intercept),ASV_1074,-3.760067764,0.0215,0.9785,TRUE,negative,2.75393719,k__Fungi,p__Mortierellomycota,NA,NA,NA,NA,NA,Presence
315,(Intercept),ASV_924,-3.753052831,0.00675,0.99325,TRUE,negative,5.76629035,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
316,(Intercept),ASV_1026,-3.749551,0.0365,0.9635,TRUE,negative,5.04801696,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,NA,NA,Presence
317,(Intercept),ASV_1640,-3.746854036,0.02675,0.97325,TRUE,negative,2.72976894,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,Presence
318,(Intercept),ASV_169,-3.744994941,0.0075,0.9925,TRUE,negative,5.83942928,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
319,(Intercept),ASV_1864,-3.733920954,0.02,0.98,TRUE,negative,4.99042679,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,NA,Presence
320,(Intercept),ASV_1275,-3.732792894,0.018,0.982,TRUE,negative,11.27755121,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
321,(Intercept),ASV_5,-3.721463193,5.00E-04,0.9995,TRUE,negative,1.71087847,k__Fungi,p__Basidiomycota,c__Atractiellomycetes,o__Atractiellales,f__Hoehnelomycetaceae,g__Atractiella,s__solani,Presence
322,(Intercept),ASV_1010,-3.717182016,0.02425,0.97575,TRUE,negative,3.34500512,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA,Presence
323,(Intercept),ASV_742,-3.714865347,0.0355,0.9645,TRUE,negative,-6.20990844,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA,Presence
324,(Intercept),ASV_402,-3.7077098,0.01275,0.98725,TRUE,negative,5.24044445,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lindgomycetaceae,g__Clohesyomyces,NA,Presence
325,(Intercept),ASV_1553,-3.705913754,0.02475,0.97525,TRUE,negative,3.03543281,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,Presence
326,(Intercept),ASV_1323,-3.702077677,0.01675,0.98325,TRUE,negative,5.76952324,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
327,(Intercept),ASV_933,-3.695940095,0.007,0.993,TRUE,negative,3.76656785,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
328,(Intercept),ASV_410,-3.691181778,0.0465,0.9535,TRUE,negative,5.02340979,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
329,(Intercept),ASV_297,-3.666047571,0.00275,0.99725,TRUE,negative,5.78424601,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
330,(Intercept),ASV_89,-3.661689554,0.0295,0.9705,TRUE,negative,-6.21007287,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA,Presence
331,(Intercept),ASV_273,-3.650054354,0.04275,0.95725,TRUE,negative,-8.80454081,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,NA,NA,Presence
332,(Intercept),ASV_531,-3.64646665,0.02925,0.97075,TRUE,negative,5.1351616,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__livistonae,Presence
333,(Intercept),ASV_2412,-3.637918474,0.026,0.974,TRUE,negative,3.34496371,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA,Presence
334,(Intercept),ASV_101,-3.613405739,0.02225,0.97775,TRUE,negative,-3.11902107,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
335,(Intercept),ASV_927,-3.59517886,0.03625,0.96375,TRUE,negative,5.04656674,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Pseudopithomyces,s__rosae,Presence
336,(Intercept),ASV_328,-3.591446124,0.02775,0.97225,TRUE,negative,-3.11916241,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
337,(Intercept),ASV_334,-3.585722986,0.00875,0.99125,TRUE,negative,-3.11556082,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
338,(Intercept),ASV_385,-3.566910891,0.0065,0.9935,TRUE,negative,3.04028008,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,Presence
339,(Intercept),ASV_70,-3.553117179,0.04075,0.95925,TRUE,negative,-3.39289512,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Lachnocladiaceae,g__Vararia,NA,Presence
340,(Intercept),ASV_1733,-3.540101769,0.02475,0.97525,TRUE,negative,2.70382127,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS10,NA,NA,NA,Presence
341,(Intercept),ASV_2547,-3.532097363,0.0235,0.9765,TRUE,negative,3.76391983,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
342,(Intercept),ASV_1895,-3.527805582,0.0215,0.9785,TRUE,negative,3.03562835,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,Presence
343,(Intercept),ASV_2277,-3.52252039,0.01425,0.98575,TRUE,negative,5.02327699,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
344,(Intercept),ASV_1396,-3.521317948,0.019,0.981,TRUE,negative,5.77044181,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
345,(Intercept),ASV_765,-3.51370645,0.02375,0.97625,TRUE,negative,4.7396936,k__Fungi,p__Ascomycota,c__Orbiliomycetes,NA,NA,NA,NA,Presence
346,(Intercept),ASV_4,-3.513598271,0.036,0.964,TRUE,negative,4.89423405,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Dissoconiaceae,g__Dissoconium,NA,Presence
347,(Intercept),ASV_1298,-3.510813626,0.049,0.951,TRUE,negative,-6.22399686,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Psilocybe,s__coprophila,Presence
348,(Intercept),ASV_42,-3.510727708,0.01725,0.98275,TRUE,negative,-3.11790652,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
349,(Intercept),ASV_1119,-3.507102216,0.04175,0.95825,TRUE,negative,-8.80452937,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,NA,NA,Presence
350,(Intercept),ASV_190,-3.482582301,0.01475,0.98525,TRUE,negative,-6.51150495,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA,Presence
351,(Intercept),ASV_36,-3.475022337,0.01725,0.98275,TRUE,negative,-6.2089023,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,NA,NA,Presence
352,(Intercept),ASV_1076,-3.46266092,0.02875,0.97125,TRUE,negative,11.27704201,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
353,(Intercept),ASV_2815,-3.457374484,0.0215,0.9785,TRUE,negative,5.05910926,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
354,(Intercept),ASV_1646,-3.446568554,0.0415,0.9585,TRUE,negative,3.3449626,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,NA,NA,NA,Presence
355,(Intercept),ASV_918,-3.429831789,0.025,0.975,TRUE,negative,3.76417243,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
356,(Intercept),ASV_1460,-3.428486246,0.02075,0.97925,TRUE,negative,5.77019319,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
357,(Intercept),ASV_662,-3.424542837,0.01975,0.98025,TRUE,negative,3.76346128,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
358,(Intercept),ASV_1663,-3.420777199,0.02225,0.97775,TRUE,negative,3.76335426,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
359,(Intercept),ASV_57,-3.418667795,0.00575,0.99425,TRUE,negative,-6.52635274,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA,Presence
360,(Intercept),ASV_92,-3.390881556,0.02875,0.97125,TRUE,negative,5.28691122,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lindgomycetaceae,g__Clohesyomyces,NA,Presence
361,(Intercept),ASV_776,-3.38915376,0.01875,0.98125,TRUE,negative,5.53842664,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,NA,Presence
362,(Intercept),ASV_3859,-3.378279169,0.04875,0.95125,TRUE,negative,-7.66152856,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,NA,Presence
363,(Intercept),ASV_28,-3.370594908,0.0045,0.9955,TRUE,negative,3.14080679,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata,Presence
364,(Intercept),ASV_279,-3.369581622,0.03125,0.96875,TRUE,negative,5.35541479,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Tetracladium,s__apiense,Presence
365,(Intercept),ASV_102,-3.367769367,0.028,0.972,TRUE,negative,5.05319094,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,NA,Presence
366,(Intercept),ASV_248,-3.331711076,0.0145,0.9855,TRUE,negative,5.12969024,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,NA,Presence
367,(Intercept),ASV_1015,-3.329402641,0.03775,0.96225,TRUE,negative,-6.50994553,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA,Presence
368,(Intercept),ASV_1052,-3.312900983,0.0185,0.9815,TRUE,negative,5.77035,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
369,(Intercept),ASV_454,-3.299376268,0.03725,0.96275,TRUE,negative,5.02426988,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
370,(Intercept),ASV_1077,-3.263031881,0.0285,0.9715,TRUE,negative,3.76283285,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
371,(Intercept),ASV_3099,-3.252025457,0.03825,0.96175,TRUE,negative,11.27720135,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
372,(Intercept),ASV_197,-3.246000843,0.0135,0.9865,TRUE,negative,5.90212673,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,NA,NA,NA,Presence
373,(Intercept),ASV_187,-3.242034635,0.0145,0.9855,TRUE,negative,4.73698014,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__saturnus,Presence
374,(Intercept),ASV_1159,-3.240311979,0.0185,0.9815,TRUE,negative,4.43143923,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA,Presence
375,(Intercept),ASV_568,-3.206308201,0.0275,0.9725,TRUE,negative,5.77478494,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
376,(Intercept),ASV_778,-3.187294495,0.0255,0.9745,TRUE,negative,5.77355574,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
377,(Intercept),ASV_599,-3.178855929,0.035,0.965,TRUE,negative,-3.11882095,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
378,(Intercept),ASV_999,-3.173494567,0.025,0.975,TRUE,negative,5.77108925,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
379,(Intercept),ASV_844,-3.168876505,0.01,0.99,TRUE,negative,3.76315031,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
380,(Intercept),ASV_777,-3.151086871,0.04775,0.95225,TRUE,negative,5.02245748,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,Presence
381,(Intercept),ASV_4060,-3.13740884,0.03275,0.96725,TRUE,negative,2.700057,k__Fungi,p__Rozellomycota,NA,NA,NA,NA,NA,Presence
382,(Intercept),ASV_298,-3.133547442,0.039,0.961,TRUE,negative,11.28302115,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
383,(Intercept),ASV_798,-3.114602124,0.01575,0.98425,TRUE,negative,3.76407816,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
384,(Intercept),ASV_2322,-3.096769589,0.0355,0.9645,TRUE,negative,4.42938507,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA,Presence
385,(Intercept),ASV_420,-3.084148299,0.02325,0.97675,TRUE,negative,5.00072921,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA,Presence
386,(Intercept),ASV_678,-3.065259772,0.045,0.955,TRUE,negative,3.10286353,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__elongata,Presence
387,(Intercept),ASV_3474,-3.011153218,0.04025,0.95975,TRUE,negative,5.05940703,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,NA,Presence
388,(Intercept),ASV_1253,-2.981204286,0.03125,0.96875,TRUE,negative,5.11091747,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__irregularis,Presence
389,(Intercept),ASV_14,-2.953024735,0.03775,0.96225,TRUE,negative,-8.02076562,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,NA,Presence
390,(Intercept),ASV_957,-2.94894035,0.0385,0.9615,TRUE,negative,5.77254121,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
391,(Intercept),ASV_638,-2.932027397,0.04925,0.95075,TRUE,negative,3.76097662,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
392,(Intercept),ASV_1500,-2.921882831,0.04125,0.95875,TRUE,negative,3.40786115,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__occultum,Presence
393,(Intercept),ASV_1920,-2.907099422,0.027,0.973,TRUE,negative,3.76467109,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
394,(Intercept),ASV_288,-2.885241753,0.04275,0.95725,TRUE,negative,5.14887489,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA,Presence
395,(Intercept),ASV_1043,-2.82657185,0.04,0.96,TRUE,negative,-3.11919239,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
396,(Intercept),ASV_636,-2.736538063,0.037,0.963,TRUE,negative,5.18048016,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,NA,Presence
397,(Intercept),ASV_789,-2.696179253,0.03925,0.96075,TRUE,negative,4.73954951,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Lipomycetaceae,g__Lipomyces,s__starkeyi,Presence
398,(Intercept),ASV_6500,-2.604115033,0.0435,0.9565,TRUE,negative,3.89150626,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,g__Gigaspora,NA,Presence
399,(Intercept),ASV_1700,-2.579097126,0.0445,0.9555,TRUE,negative,3.76471868,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
400,(Intercept),ASV_291,-2.547555264,0.0395,0.9605,TRUE,negative,5.83407179,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
401,(Intercept),ASV_188,-2.15993831,0.04275,0.95725,TRUE,negative,-0.09556759,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,NA,Presence
402,(Intercept),ASV_127,2.512569297,0.97775,0.02225,TRUE,positive,5.82138381,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,NA,NA,Presence
403,(Intercept),ASV_443,2.661730189,0.976,0.024,TRUE,positive,-0.09816573,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,s__terricola,Presence
404,(Intercept),ASV_1128,2.70027708,0.958,0.042,TRUE,positive,-3.11708552,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,Presence
405,(Intercept),ASV_1058,2.718371973,0.96475,0.03525,TRUE,positive,3.77345893,k__Fungi,p__Glomeromycota,NA,NA,NA,NA,NA,Presence
406,(Intercept),ASV_132,2.830107632,0.96525,0.03475,TRUE,positive,-3.16865166,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Tylospora,NA,Presence
407,(Intercept),ASV_361,2.842123605,0.9605,0.0395,TRUE,positive,-3.19439485,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,NA,Presence
408,(Intercept),ASV_56,2.937578459,0.99675,0.00325,TRUE,positive,-0.03645205,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__podzolica,Presence
409,(Intercept),ASV_30,3.05394549,0.97,0.03,TRUE,positive,11.66804426,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
410,(Intercept),ASV_90,3.128774364,0.981,0.019,TRUE,positive,11.278336,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
411,(Intercept),ASV_168,4.396237892,0.99775,0.00225,TRUE,positive,11.32561363,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
412,(Intercept),ASV_19,6.376665611,1,0,TRUE,positive,11.71020786,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,Presence
413,lib,ASV_258,1.84E-05,0.95,0.05,TRUE,positive,5.78523914,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA,Presence
