"","sample.name.match","sample.type","Sequencing sample id","i7 Index","i5 Index","PCR Tube id","Site","SiteSamp","Tissue","Tube num","DNA Tube id","DNA.AccuClear__ng/ul","PCR2.AccuClear__ng/ul","PCR1 redo notes","PCR2 redo notes","S","L","R1","numExt","R2","fnFs","fnRs","prefiltFs","prefiltRs","Fs.cutAdapt","Rs.cutAdapt","filtFs","filtRs"
"178","R50","sample","R50","N728","S503","R 50","LCO-MXT-COM","LCO-MXT-COM-2","R","50","R 50","55.194904516448545",36.3894252645747,NA,NA,"S178","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R50_S178_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R50_S178_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R50_S178_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R50_S178_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R50_S178_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R50_S178_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R50_S178_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R50_S178_L001_R2_filt.fastq.gz"
"179","R54","sample","R54","N728","S505","R 54","LCO-MXT-COM","LCO-MXT-COM-6","R","54","R 54","20.345974471823247",18.9645287862174,NA,NA,"S179","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R54_S179_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R54_S179_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R54_S179_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R54_S179_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R54_S179_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R54_S179_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R54_S179_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R54_S179_L001_R2_filt.fastq.gz"
"180","R84","sample","R84","N728","S506","R 84","OTO-MXT-NCD","OTO-MXT-NCD-1","R","84","R 84","11.812556994791301",19.9046423979732,NA,NA,"S180","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R84_S180_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R84_S180_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R84_S180_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R84_S180_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R84_S180_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R84_S180_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R84_S180_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R84_S180_L001_R2_filt.fastq.gz"
"181","R1","sample","R1","N728","S507","R 1","BRF-ONE-COM","BRF-ONE-COM-1","R","1","R 1","29.1884430872311",23.3655722756695,NA,NA,"S181","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R1_S181_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R1_S181_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R1_S181_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R1_S181_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R1_S181_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R1_S181_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R1_S181_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R1_S181_L001_R2_filt.fastq.gz"
"182","R51","sample","R51","N728","S508","R 51","LCO-MXT-COM","LCO-MXT-COM-3","R","51","R 51","19.796888214643889",23.5579676194707,NA,NA,"S182","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R51_S182_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R51_S182_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R51_S182_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R51_S182_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R51_S182_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R51_S182_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R51_S182_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R51_S182_L001_R2_filt.fastq.gz"
"183","R111","sample","R111","N728","S510","R 111","WBI-NRT-NCS","WBI-NRT-NCS-4","R","111","R 111","36.567660698694077",19.5373421961709,NA,NA,"S183","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R111_S183_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R111_S183_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R111_S183_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R111_S183_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R111_S183_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R111_S183_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R111_S183_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R111_S183_L001_R2_filt.fastq.gz"
"184","R80","sample","R80","N728","S511","R 80","OTO-MON-NCD","OTO-MON-NCD-5","R","80","R 80","16.498078226016663",19.2509354911941,NA,NA,"S184","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R80_S184_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R80_S184_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R80_S184_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R80_S184_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R80_S184_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R80_S184_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R80_S184_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R80_S184_L001_R2_filt.fastq.gz"
"185","R107","sample","R107","N729","S502","R 107","UCP-MXG-NCD","UCP-MXG-NCD-8","R","107","R 107","23.276053425274004",27.2178517731432,NA,NA,"S185","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R107_S185_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R107_S185_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R107_S185_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R107_S185_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R107_S185_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R107_S185_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R107_S185_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R107_S185_L001_R2_filt.fastq.gz"
"186","R75","sample","R75","N729","S503","R 75","MHC-ONE-NCD","MHC-ONE-NCD-8","R","75","R 75","14.639886524248583",18.6693768383406,NA,NA,"S186","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R75_S186_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R75_S186_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R75_S186_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R75_S186_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R75_S186_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R75_S186_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R75_S186_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R75_S186_L001_R2_filt.fastq.gz"
"187","R60","sample","R60","N729","S505","R 60","LWR-BHO-NCS","LWR-BHO-NCS-4","R","60","R 60","9.0474211266349283",16.1791689225502,NA,NA,"S187","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R60_S187_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R60_S187_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R60_S187_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R60_S187_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R60_S187_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R60_S187_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R60_S187_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R60_S187_L001_R2_filt.fastq.gz"
"188","R34","sample","R34","N729","S506","R 34","CRE-MXG-NCD","CRE-MXG-NCD-2","R","34","R 34","15.540148021326681",10.1055977284628,NA,NA,"S188","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R34_S188_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R34_S188_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R34_S188_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R34_S188_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R34_S188_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R34_S188_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R34_S188_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R34_S188_L001_R2_filt.fastq.gz"
"189","R88","sample","R88","N729","S507","R 88","OTO-MXT-NCD","OTO-MXT-NCD-5","R","88","R 88","16.492081479991167",15.5735608517215,NA,NA,"S189","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R88_S189_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R88_S189_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R88_S189_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R88_S189_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R88_S189_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R88_S189_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R88_S189_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R88_S189_L001_R2_filt.fastq.gz"
"190","R14","sample","R14","N729","S508","R 14","CCR-ONE-NCD","CCR-ONE-NCD-6","R","14","R 14","20.00247665755143",22.0843941908116,NA,NA,"S190","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R14_S190_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R14_S190_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R14_S190_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R14_S190_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R14_S190_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R14_S190_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R14_S190_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R14_S190_L001_R2_filt.fastq.gz"
"191","S245","sample","S245","N729","S510","S 245","CGF-MXG-PRO","CGF-MXG-PRO-7","S","245","S 245","21.4945408693243",27.3402851737439,NA,NA,"S191","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/S245_S191_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/S245_S191_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/S245_S191_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/S245_S191_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/S245_S191_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/S245_S191_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/S245_S191_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/S245_S191_L001_R2_filt.fastq.gz"
"192","R9","sample","R9","N729","S511","R 9","CCR-ONE-NCD","CCR-ONE-NCD-1","R","9","R 9","20.2223305598067",25.3266929960065,NA,NA,"S192","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R9_S192_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R9_S192_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R9_S192_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R9_S192_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R9_S192_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R9_S192_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R9_S192_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R9_S192_L001_R2_filt.fastq.gz"
"193","R49","sample","R49","N716","S513","R 49","LCO-MXT-COM","LCO-MXT-COM-1","R","49","R 49","40.448643320392598",10.8620612393175,NA,NA,"S193","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R49_S193_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R49_S193_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R49_S193_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R49_S193_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R49_S193_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R49_S193_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R49_S193_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R49_S193_L001_R2_filt.fastq.gz"
"194","R68","sample","R68","N716","S515","R 68","MHC-ONE-NCD","MHC-ONE-NCD-1","R","68","R 68","13.26503255213575",10.5274888537788,NA,NA,"S194","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R68_S194_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R68_S194_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R68_S194_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R68_S194_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R68_S194_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R68_S194_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R68_S194_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R68_S194_L001_R2_filt.fastq.gz"
"195","R78","sample","R78","N716","S516","R 78","OTO-MON-NCD","OTO-MON-NCD-3","R","78","R 78","7.1924735004658995",26.1334416535365,NA,NA,"S195","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R78_S195_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R78_S195_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R78_S195_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R78_S195_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R78_S195_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R78_S195_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R78_S195_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R78_S195_L001_R2_filt.fastq.gz"
"196","R32","sample","R32","N716","S517","R 32","CGF-MXG-PRO","CGF-MXG-PRO-8","R","32","R 32","14.119269023468142",14.519759082265,NA,NA,"S196","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R32_S196_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R32_S196_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R32_S196_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R32_S196_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R32_S196_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R32_S196_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R32_S196_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R32_S196_L001_R2_filt.fastq.gz"
"197","R47","sample","R47","N716","S518","R 47","CRE-MXT-NCD","CRE-MXT-NCD-7","R","47","R 47","14.319560340719823",17.3269820531823,NA,NA,"S197","L001","R1","001.fastq.gz","R2","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R47_S197_L001_R1_001.fastq.gz","/Volumes/GoogleDrive/Shared drives/HawkesLab/Projects/DOE LLNL/Data/NC Data/Sequencing - Illumina/GSL_data/fastq_DOENCFIELD-FUN-HAWKES_2020_01_13/R47_S197_L001_R2_001.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R47_S197_L001_R1_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/prefiltered/R47_S197_L001_R2_prefilt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R47_S197_L001_R1_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/cutAdapt/R47_S197_L001_R2_cutAdapt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R47_S197_L001_R1_filt.fastq.gz","data_intermediates/Illum_analyses/FUN-2020_01_13/filtered/R47_S197_L001_R2_filt.fastq.gz"
